title,creator,publicationName,coverDate,doi,citedby_count,coverYear
Linear matrix genetic programming as a tool for data-driven black-box control-oriented modeling in conditions of limited access to training data,Praczyk T.,Scientific Reports,2024-12-01,10.1038/s41598-024-63419-8,0,2024
Short-time high-temperature oxidation behavior of nanocrystalline Ta coating at 850 °C,Niu Y.,npj Materials Degradation,2024-12-01,10.1038/s41529-024-00465-7,0,2024
"Blood smears examination and prevalence of malaria in Addis Zemen Town, Northwest Ethiopia (2013–2021): a retrospective study",Adugna T.,"Tropical Diseases, Travel Medicine and Vaccines",2024-12-01,10.1186/s40794-024-00219-y,0,2024
Use of stepwise lung recruitment maneuver to predict fluid responsiveness under lung protective ventilation in the operating room,Chun E.H.,Scientific Reports,2024-12-01,10.1038/s41598-024-62355-x,0,2024
Hyaluronic acid as a pulpotomy material in primary molars: an up to 30 months retrospective study,Sezgin B.I.,BMC Oral Health,2024-12-01,10.1186/s12903-024-04405-4,0,2024
Optimization of glass scrap recovery and reuse in road construction for promising physicochemical stabilization,Ouslimane N.,Scientific Reports,2024-12-01,10.1038/s41598-024-62862-x,0,2024
High capacity adsorption of antimony by hollow Co-MnO<inf>2</inf> and its consequential utilization in SbO<inf>2</inf><sup>-</sup>-based aqueous batteries,Wu G.,Separation and Purification Technology,2025-01-01,10.1016/j.seppur.2024.128077,0,2025
SDS-MDBScan: Assigning a meaning to changes in data stream scenarios based on the statistical calculation of the data semantic trends,Vieira E.,Expert Systems with Applications,2024-12-01,10.1016/j.eswa.2024.124500,0,2024
Dysbiosis not observed in Canadian horse with free fecal liquid (FFL) using 16S rRNA sequencing,Wester R.J.,Scientific Reports,2024-12-01,10.1038/s41598-024-63868-1,0,2024
Seismic Ground Response Analysis using Continuum Approach,Sharma A.,Latin American Journal of Solids and Structures,2024-12-15,10.1590/1679-78257835,0,2024
Disentangling linkages between satellite-derived indicators of forest structure and productivity for ecosystem monitoring,Muise E.R.,Scientific Reports,2024-12-01,10.1038/s41598-024-64615-2,0,2024
"Association of demographics, lumbar active range of motion and disability in chronic low back: a baseline data analysis of a randomized controlled trial from Pakistan",Baig A.A.M.,BMC Musculoskeletal Disorders,2024-12-01,10.1186/s12891-024-07613-9,0,2024
Robust digital-twin airspace discretization and trajectory optimization for autonomous unmanned aerial vehicles,ElSayed M.,Scientific Reports,2024-12-01,10.1038/s41598-024-62421-4,0,2024
Tsunami Squares: Leapfrog scheme implementation and benchmark study on wave–shore interaction of solitary waves,Zhang Y.,Scientific Reports,2024-12-01,10.1038/s41598-024-63010-1,0,2024
Associations of ethylene oxide exposure with depression in American adults,Wang M.,Scientific Reports,2024-12-01,10.1038/s41598-024-64908-6,0,2024
"Using the FIB-4, automatically calculated, followed by the ELF test in second line to screen primary care patients for liver disease",Ouzan D.,Scientific Reports,2024-12-01,10.1038/s41598-024-62549-3,0,2024
Implementation and proficiency analysis of enhanced graph algorithm for DC microgrid applications,J M.A.,Scientific Reports,2024-12-01,10.1038/s41598-024-65225-8,0,2024
Feasibility of the flipped classroom approach for health education in a clinical weight loss program,Suire K.,PEC Innovation,2024-12-15,10.1016/j.pecinn.2024.100308,0,2024
Content of a wound care mobile application for newly graduated nurses: an e-Delphi study,Gagnon J.,BMC Nursing,2024-12-01,10.1186/s12912-024-02003-x,0,2024
Expressive suppression mediates the relationship between sleep quality and generalized anxiety symptomology,Bendall R.C.A.,Scientific Reports,2024-12-01,10.1038/s41598-024-63939-3,0,2024
A longitudinal electrophysiological and behavior dataset for PD rat in response to deep brain stimulation,Wang X.,Scientific Data,2024-12-01,10.1038/s41597-024-03356-3,0,2024
Artificial intelligence-based prognostic model accurately predicts the survival of patients with diffuse large B-cell lymphomas: analysis of a large cohort in China,Peng H.,BMC Cancer,2024-12-01,10.1186/s12885-024-12337-z,0,2024
Polygenic risk scores for autoimmune related diseases are significantly different in cancer exceptional responders,Chen S.,npj Precision Oncology,2024-12-01,10.1038/s41698-024-00613-x,0,2024
Predicting mortality after transcatheter aortic valve replacement using preprocedural CT,Brüggemann D.,Scientific Reports,2024-12-01,10.1038/s41598-024-63022-x,0,2024
Hypoxia-induced activation of HIF-1alpha/IL-1beta axis in microglia promotes glioma progression via NF-κB-mediated upregulation of heparanase expression,Si J.,Biology Direct,2024-12-01,10.1186/s13062-024-00487-w,0,2024
Identification of lipid-modifying drug targets for autoimmune diseases: insights from drug target mendelian randomization,Hu X.,Lipids in Health and Disease,2024-12-01,10.1186/s12944-024-02181-2,0,2024
Comprehensive analysis of optimal power flow using recent metaheuristic algorithms,Diab A.A.Z.,Scientific Reports,2024-12-01,10.1038/s41598-024-58565-y,0,2024
Reduction of hemagglutination induced by a SARS-CoV-2 spike protein fragment using an amyloid-binding benzothiazole amphiphile,Li M.,Scientific Reports,2024-12-01,10.1038/s41598-024-59585-4,0,2024
Gut Microbial Composition of Cyprinella lutrensis (Red Shiner) and Notropis stramineus (Sand Shiner): Insights from Wild Fish Populations,Starr K.,Microbial Ecology,2024-12-01,10.1007/s00248-024-02386-z,0,2024
New N-acylated aminoalkanoic acids from tea roots derived biocontrol agent Clonostachys rosea 15020,Yu J.,Synthetic and Systems Biotechnology,2024-12-01,10.1016/j.synbio.2024.05.006,0,2024
Incidence and mortality of community-acquired and nosocomial infections in Japan: a nationwide medical claims database study,Takahashi N.,BMC Infectious Diseases,2024-12-01,10.1186/s12879-024-09353-6,0,2024
The neural and genetic underpinnings of different developmental trajectories of Attention-Deficit/Hyperactivity Symptoms in children and adolescents,Wang Y.,BMC Medicine,2024-12-01,10.1186/s12916-024-03449-1,0,2024
Unveiling the effect of SO<inf>2</inf> on CO selective catalytic reduction of NO<inf>x</inf> in the presence of O<inf>2</inf> over IrRb@SBA-15 catalyst,Bai Y.,Separation and Purification Technology,2025-01-01,10.1016/j.seppur.2024.128039,0,2025
Designing prepacked aggregate concrete for improved mechanical properties and its field application in constructing steel tube concrete,Zhou X.,Scientific Reports,2024-12-01,10.1038/s41598-024-65295-8,0,2024
Metagenomics reveals the resistance patterns of electrochemically treated erythromycin fermentation residue,Zhou J.,Journal of Environmental Sciences (China),2025-02-01,10.1016/j.jes.2024.01.030,0,2025
A comparison between the role of enniatins and deoxynivalenol in Fusarium virulence on different tissues of common wheat,Beccari G.,BMC Plant Biology,2024-12-01,10.1186/s12870-024-04945-5,0,2024
"Massive, long-lived electrostatic potentials in a rotating mirror plasma",Kolmes E.J.,Nature Communications,2024-12-01,10.1038/s41467-024-47386-2,0,2024
A novel NIR-II albumin-escaping probe for cerebral arteries and perfusion imaging in stroke mice model,Sun Y.Y.,Biomaterials,2024-12-01,10.1016/j.biomaterials.2024.122664,0,2024
Warming and shifts in litter quality drive multiple responses in freshwater detritivore communities,Benavides-Gordillo S.,Scientific Reports,2024-12-01,10.1038/s41598-024-61624-z,0,2024
3D video tracking analysis reveals that mosquitoes pass more likely through holes in permethrin-treated than in untreated nets,Fatou M.,Scientific Reports,2024-12-01,10.1038/s41598-024-63968-y,0,2024
"Plasma copeptin and markers of arterial disorder in patients with type 2 diabetes, a cross-sectional study",Davidson L.T.,Cardiovascular Diabetology,2024-12-01,10.1186/s12933-024-02291-2,0,2024
Cost-effectiveness of village health worker-led integrated community case management (iCCM) versus health facility based management for childhood illnesses in rural southwestern Uganda,Mulogo E.,Malaria Journal,2024-12-01,10.1186/s12936-024-04962-7,0,2024
"An eco-friendly liquid chromatographic analysis of the triple therapy protocol of amoxicillin, metronidazole and vonoprazan for H. Pylori eradication: application to combined dosage forms and simulated gastric fluid",Mahgoub H.,BMC Chemistry,2024-12-01,10.1186/s13065-024-01210-6,0,2024
Exploratory assessment of the effect of systemic administration of soluble glycoprotein 130 on cognitive performance and chemokine levels in a mouse model of experimental traumatic brain injury,Gober I.G.,Journal of Neuroinflammation,2024-12-01,10.1186/s12974-024-03129-0,0,2024
Interoceptive training impacts the neural circuit of the anterior insula cortex,Sugawara A.,Translational Psychiatry,2024-12-01,10.1038/s41398-024-02933-9,0,2024
Enhanced solvent extraction of rare earth elements in ultra-high phase ratio with pore-throat microchannels,Ge X.h.,Separation and Purification Technology,2025-01-19,10.1016/j.seppur.2024.128513,0,2025
Numerical Analysis Of Crack Growth In A Multi-layer Composite Tank Under Thermal And Mechanical Loading,Huang L.,Journal of Applied Science and Engineering (Taiwan),2025-01-01,10.6180/jase.202502_28(2).0004,0,2025
A growth selection system for sucrose synthases (SuSy): design and test,Bidart G.N.,AMB Express,2024-12-01,10.1186/s13568-024-01727-y,0,2024
"Comparative analysis of dexmedetomidine, midazolam, and propofol impact on epilepsy-related mortality in the ICU: insights from the MIMIC-IV database",Li X.,BMC Neurology,2024-12-01,10.1186/s12883-024-03693-1,0,2024
Comparative effectiveness of alternative spontaneous breathing trial techniques: a systematic review and network meta-analysis of randomized trials,Burns K.E.A.,Critical Care,2024-12-01,10.1186/s13054-024-04958-4,0,2024
X-ray radiation damage cycle of solvated inorganic ions,Bloß D.,Nature Communications,2024-12-01,10.1038/s41467-024-48687-2,0,2024
What inhibits “speaking up” for patient safety among healthcare workers? A cross-sectional study in Malaysia,Kim A.R.J.,Human Resources for Health,2024-12-01,10.1186/s12960-024-00916-x,0,2024
Analysis of fibrin networks using topological data analysis – a feasibility study,Berger M.,Scientific Reports,2024-12-01,10.1038/s41598-024-63935-7,0,2024
Asphalt-derived hierarchical porous carbon as an efficient adsorbent for benzene,Wang Q.,Separation and Purification Technology,2025-01-19,10.1016/j.seppur.2024.128467,0,2025
Ocular characteristics and outcomes of phacoemulsification in patients with cataract after renal transplantation,Chen Y.,International Ophthalmology,2024-12-01,10.1007/s10792-024-03161-2,0,2024
Surface embedding enhancing interfacial photothermal effect of MXene/EP sponge for effective oil/water separation,Zhang W.,Separation and Purification Technology,2025-01-19,10.1016/j.seppur.2024.128514,0,2025
Predictive factors and adalimumab efficacy in managing chronic recurrence Vogt-Koyanagi-Harada disease,Feng H.,BMC Ophthalmology,2024-12-01,10.1186/s12886-024-03511-9,0,2024
Efficacy of anti-VEGF intravitreal injection in traumatic submacular hemorrhage: a retrospective study,Wang J.,International Ophthalmology,2024-12-01,10.1007/s10792-024-03168-9,0,2024
"Antifeedant, antifungal and nematicidal compounds from the endophyte Stemphylium solani isolated from wormwood",Diaz C.E.,Scientific Reports,2024-12-01,10.1038/s41598-024-64467-w,0,2024
A randomised controlled trial of the Learning Skills Together (LST) intervention to improve dementia family caregivers’ self-efficacy with complex care,Meyer K.,Trials,2024-12-01,10.1186/s13063-024-08204-8,0,2024
"Distribution and molecular characterization of carbapenemase-producing gram-negative bacteria in Henan, China",Li C.,Scientific Reports,2024-12-01,10.1038/s41598-024-65106-0,0,2024
The hippocampus dissociates present from past and future goals,Montagrin A.,Nature Communications,2024-12-01,10.1038/s41467-024-48648-9,0,2024
Interventional therapy combined with tyrosine kinase inhibitors with or without immune checkpoint inhibitors as initial treatment for hepatocellular carcinoma with portal vein tumor thrombosis: a systematic review and meta-analysis,Du C.,Discover Oncology,2024-12-01,10.1007/s12672-024-01026-9,0,2024
Structural basis for recognition of 26RFa by the pyroglutamylated RFamide peptide receptor,Jin S.,Cell Discovery,2024-12-01,10.1038/s41421-024-00670-3,0,2024
Ecological trade-offs drive phenotypic and genetic differentiation of Arabidopsis thaliana in Europe,Bastias C.C.,Nature Communications,2024-12-01,10.1038/s41467-024-49267-0,0,2024
Probiotics relieve perioperative postoperative cognitive dysfunction induced by cardiopulmonary bypass through the kynurenine metabolic pathway,Zhang X.,Scientific Reports,2024-12-01,10.1038/s41598-024-59275-1,0,2024
Bacteroides uniformis CECT 7771 requires adaptive immunity to improve glucose tolerance but not to prevent body weight gain in diet-induced obese mice,Romaní-Pérez M.,Microbiome,2024-12-01,10.1186/s40168-024-01810-3,0,2024
Calibration of satellite typhoon data based on attitude modified buoy,Jia W.,"Terrestrial, Atmospheric and Oceanic Sciences",2024-12-01,10.1007/s44195-024-00070-w,0,2024
Temporal interference stimulation disrupts spike timing in the primate brain,Vieira P.G.,Nature Communications,2024-12-01,10.1038/s41467-024-48962-2,0,2024
